"nick_name","ip_address","study_starttime","prolific_id","age","gender","academic_study","computer_mouse","recruitment","participant_id","parm_id","plot_id","x","yols","ypca","ydrawn","yloess","residual_ols_drawn","residual_ols_loess","residual_pca_drawn","residual_pca_loess"
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",6.5,-3.067327734644,-3.12135277868784,-2.72930519963571,-2.53492539920214,0.338022535008291,0.532402335441859,0.392047579052125,0.586427379485694
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",6.75,-2.56675345173601,-2.61692873424399,-2.14286817248027,-2.01098726269728,0.423885279255735,0.555766189038727,0.474060561763717,0.605941471546709
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",7,-2.06617916882801,-2.11250468980014,-1.29579246658909,-1.48468497935923,0.770386702238927,0.58149418946878,0.816712223211055,0.627819710440908
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",7.25,-1.56560488592002,-1.6080806453563,-0.709355439433654,-0.942336400063661,0.856249446486366,0.623268485856359,0.898725205922643,0.665744245292636
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",7.5,-1.06503060301203,-1.10365660091245,0.00740092708965889,-0.376176457634194,1.07243153010169,0.688854145377834,1.11105752800211,0.727480143278259
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",7.75,-0.564456320104036,-0.599232556468607,0.46351861487722,0.203226085312014,1.02797493498126,0.76768240541605,1.06275117134583,0.802458641780622
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",8,-0.0638820371960414,-0.0948085120247613,1.04995564203265,0.78530246615781,1.11383767922869,0.849184503353851,1.14476415405741,0.880110978182571
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",8.25,0.436692245711953,0.409615532419085,1.37575399045234,1.35948392228604,0.939061744740389,0.922791676574087,0.966138458033257,0.949868389866954
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",8.5,0.937266528619947,0.914039576862932,1.89703134792384,1.91520169107955,0.959764819303892,0.977935162459602,0.982991771060907,1.00116211421662
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",8.75,1.43784081152794,1.41846362130678,2.28798936602746,2.45128755256415,0.850148554499526,1.01344674103622,0.869525744720689,1.03282393125738
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",9,1.93841509443593,1.92288766575062,3.00474573255077,2.97591437019183,1.06633063811484,1.0374992757559,1.08185806680015,1.05302670444121
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",9.25,2.43898937734393,2.42731171019447,3.46086342033833,3.49252500648469,1.02187404299441,1.05353562914076,1.03355171014387,1.06521329629022
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",9.5,2.93956366025192,2.93173575463831,3.85182143844196,4.00456232396481,0.912257778190043,1.0649986637129,0.920085683803647,1.0728265693265
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",9.75,3.44013794315991,3.43615979908216,4.37309879591346,4.51546918515431,0.932960852753546,1.0753312419944,0.936938996831298,1.07930938607215
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",10,3.94071222606791,3.94058384352601,4.95953582306889,5.02868845257528,1.01882359700099,1.08797622650737,1.01895197954289,1.08810460904927
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",10.25,4.4412865089759,4.44500788796985,5.6762921895922,5.54404658119901,1.2350056806163,1.10276007222311,1.23128430162235,1.09903869322915
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",10.5,4.94186079188389,4.9494319324137,6.13240987737976,6.05864489545945,1.19054908549587,1.11678410357556,1.18297794496607,1.10921296304575
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",10.75,5.44243507479188,5.45385597685754,6.58852756516733,6.5718385620727,1.14609249037544,1.12940348728082,1.13467158830979,1.11798258521516
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",11,5.94300935769988,5.95828002130139,7.17496459232276,7.08298274775486,1.23195523462288,1.13997339005498,1.21668457102137,1.12470272645347
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",11.25,6.44358364060787,6.46270406574524,7.56592261042639,7.591432619222,1.12233896981851,1.14784897861413,1.10321854468115,1.12872855347676
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",11.5,6.94415792351586,6.96712811018908,8.02204029821395,8.09654334319022,1.07788237469808,1.15238541967436,1.05491218802487,1.12941523300114
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",11.75,7.44473220642386,7.47155215463293,8.54331765568545,8.60106266725682,1.09858544926159,1.15633046083296,1.07176550105252,1.1295105126239
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",12,7.94530648933185,7.97597619907677,8.99943534347301,9.10623069286839,1.05412885414115,1.16092420353653,1.02345914439623,1.13025449379161
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",12.25,8.44588077223985,8.48040024352062,9.52071270094451,9.60914111751495,1.07483192870466,1.1632603452751,1.04031245742389,1.12874087399433
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",12.5,8.94645505514784,8.98482428796446,10.041990058416,10.1068876386865,1.09553500326816,1.16043258353869,1.05716577045154,1.12206335072207
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",12.75,9.44702933805583,9.48924833240831,10.6284270855714,10.5965639538732,1.18139774751561,1.14953461581733,1.13917875316313,1.10731562146485
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",13,9.94760362096383,9.99367237685215,11.2148646098557,11.0752637605649,1.26726098889188,1.12766013960104,1.22119223300355,1.08159138371271
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",13.25,10.4481779038718,10.498096421296,11.6709822976433,11.5451948303794,1.22280439377144,1.09701692650755,1.17288587634726,1.04709840908337
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",13.5,10.9487521867798,11.0025204657398,12.1922596551148,12.0102008235176,1.24350746833495,1.06144863673776,1.18973918937492,1.00768035777773
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",13.75,11.4493264696878,11.5069445101837,12.5180580035344,12.4698292703443,1.06873153384664,1.02050280065645,1.01111349335076,0.962884760160561
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",14,11.9499007525958,12.0113685546275,12.9090160216381,12.9236277012242,0.959115269042274,0.973726948628391,0.897647467010534,0.912259146596652
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",14.25,12.4504750355038,12.5157925990714,13.4954530487935,13.3711436465222,1.04497801328971,0.920668611018366,0.979660449722124,0.855351047450775
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",14.5,12.9510493184118,13.0202166435152,13.9515707365811,13.8119246366029,1.00052141816928,0.860875318191148,0.931354093065838,0.791707993087705
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",14.75,13.4516236013198,13.5246406879591,14.2122094153168,14.2459004168961,0.760585813997041,0.794276815576328,0.687568727357746,0.721259728937033
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",15,13.9521978842278,14.0290647324029,14.7334867727883,14.6733722517232,0.781288888560546,0.721174367495401,0.704422040385397,0.644307519320252
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",15.25,14.4527721671358,14.5334887768468,14.9941254515241,15.0944449497868,0.5413532843883,0.641672782651019,0.4606366746773,0.560956172940019
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",15.5,14.9533464500438,15.0379128212906,15.4502431393116,15.5092233197896,0.496896689267871,0.555876869745859,0.412330318021018,0.471310498499006
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",15.75,15.4539207329518,15.5423368657345,15.7760414877313,15.9178121704343,0.322120754779563,0.463891437482566,0.233704621996857,0.37547530469986
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","7a7cd3ef6b350fb1e1132ce1c532b6ce",16,15.9544950158597,16.0467609101783,16.3624785148867,16.3203163104235,0.407983499027004,0.365821294563798,0.315717604708443,0.273555400245236
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",0,11.7456382327551,12.243516847512,13.4302933791096,13.0957798235095,1.68465514635449,1.35014159075441,1.18677653159752,0.85226297599745
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",0.25,11.5624345676155,12.0478906456005,13.2348143700578,12.9000527318736,1.67237980244228,1.33761816425816,1.18692372445725,0.852162086273129
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",0.5,11.3792309024759,11.852264443689,12.974175691322,12.7044587217795,1.59494478884614,1.3252278193036,1.12191124763304,0.852194278090495
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",0.75,11.1960272373363,11.6566382417774,12.7135370125863,12.5090925670248,1.51750977525001,1.31306532968851,1.05689877080883,0.852454325247335
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",1,11.0128235721966,11.4610120398659,12.5180580035344,12.3140490414073,1.5052344313378,1.30122546921067,1.05704596366856,0.853037001541427
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",1.25,10.829619907057,11.2653858379544,12.1922596551148,12.1194229187249,1.36263974805773,1.28980301166788,0.926873817160407,0.854037080770564
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",1.5,10.6464162419174,11.0697596360428,11.8664613066951,11.9253089727753,1.22004506477765,1.27889273085792,0.79670167065226,0.855549336732524
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",1.75,10.4632125767778,10.8741334341313,11.4755032885915,11.7318019773564,1.01229071181364,1.26858940057856,0.601369854460174,0.857668543225101
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",2,10.2800089116382,10.6785072322197,11.2800242795396,11.5389967062658,1.00001536790143,1.2589877946276,0.601517047319902,0.860489474046071
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",2.25,10.0968052464986,10.4828810303082,11.084544773359,11.3469879333014,0.987739526860407,1.25018268680283,0.601663743050802,0.864106902993225
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",2.5,9.91360158135898,10.2872548283967,10.8890657643072,11.155870432261,0.975464182948205,1.24226885090202,0.601810935910528,0.868615603864347
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",2.75,9.73039791621937,10.0916286264851,10.6935867552554,10.9659147682253,0.963188839036004,1.23551685200594,0.601958128770256,0.874286141740196
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",3,9.54719425107976,9.89600242457358,10.4981077462036,10.777128784655,0.950913495123801,1.22993453357527,0.602105321629983,0.881126360081456
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",3.25,9.36399058594015,9.70037622266204,10.3026287371518,10.5892131729178,0.938638151211599,1.22522258697767,0.60225251448971,0.888836950255776
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",3.5,9.18078692080054,9.5047500207505,10.1071497280999,10.4018686243813,0.926362807299398,1.22108170358079,0.602399707349436,0.897118603630828
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",3.75,8.99758325566093,9.30912381883897,9.97683038873207,10.2147958304132,0.979247133071132,1.2172125747523,0.667706569893101,0.905672011574264
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",4,8.81437959052132,9.11349761692743,9.78135137968025,10.0276954823812,0.966971789158931,1.21331589185986,0.667853762752825,0.914197865453751
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",4.25,8.63117592538171,8.91787141501589,9.58587237062844,9.84026827165284,0.954696445246729,1.20909234627113,0.668000955612554,0.922396856636951
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",4.5,8.4479722602421,8.72224521310435,9.39039336157663,9.65221488959587,0.942421101334528,1.20424262935377,0.66814814847228,0.929969676491519
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",4.75,8.26476859510249,8.52661901119281,9.32523369189269,9.46323602757793,1.0604650967902,1.19846743247544,0.798614680699883,0.936617016385123
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",5,8.08156492996288,8.33099280928127,9.06459501315694,9.27303237696669,0.983030083194059,1.19146744700381,0.73360220387567,0.942039567685416
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",5.25,7.89836126482327,8.13536660736973,8.86911600410513,9.08533998260484,0.970754739281859,1.18697871778157,0.733749396735398,0.949973375235105
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",5.5,7.71515759968366,7.9397404054582,8.80395633442119,8.90307660256601,1.08879873473753,1.18791900288234,0.864215928962999,0.963336197107811
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",5.75,7.53195393454405,7.74411420354666,8.73879666473726,8.72471549806424,1.20684273019321,1.19276156352019,0.994682461190601,0.980601294517584
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",6,7.34875026940444,7.54848800163512,8.67363699505332,8.5487299303136,1.32488672564888,1.19997966090916,1.1251489934182,1.00024192867848
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",6.25,7.16554660426483,7.35286179972358,8.47815798600151,8.37359316052813,1.31261138173668,1.2080465562633,1.12529618627793,1.02073136080455
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",6.5,6.98234293912522,7.15723559781204,8.34783864663363,8.19777844992189,1.36549570750841,1.21543551079666,1.1906030488216,1.04054285210985
"226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","c5bc0015a494cbb6dcf0a9a1e645e688",6.75,6.79913927398561,6.9616093959005,8.2826789769497,8.01975905970892,1.48353970296408,1.22061978572331,1.32106958104919,1.05814966380842
