"","nick_name","ip_address","study_starttime","prolific_id","age","gender","academic_study","computer_mouse","recruitment","participant_id","parm_id","data_id","dataset","x","y"
"11","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",8.21786252445795,-1.98984943303951
"12","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",8.6022078249705,-0.572750226592652
"13","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",8.924257378785,0.0820469543062425
"14","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",9.37600067522306,4.96187894805808
"15","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",9.72770610713532,3.25824890063256
"16","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",10.2040431075521,3.80481593904051
"17","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",10.5399419426664,3.48665889967796
"18","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",11.0786767736282,5.48380556834169
"19","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",11.4335469209516,10.2879926467419
"20","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",11.8588332314177,5.95009348327086
"21","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",12.2096795470458,7.79660565609984
"22","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",12.7643603060279,6.99426472514622
"23","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",13.1515595790295,7.57031454930699
"24","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",13.4415795281641,10.6990572152476
"25","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",13.9939101342448,13.1020556572518
"26","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",14.3981731022162,12.6526808328902
"27","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",14.7628000717428,13.6908185606914
"28","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",15.202913984263,15.3571512110938
"29","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",15.6398900470294,17.6946169931058
"30","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","point_data",15.9984657605281,16.8566634754313
"31","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",4,-8.07307056372393
"32","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",4.25,-7.57249628081594
"33","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",4.5,-7.07192199790795
"34","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",4.75,-6.57134771499996
"35","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",5,-6.07077343209196
"36","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",5.25,-5.57019914918397
"37","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",5.5,-5.06962486627597
"38","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",5.75,-4.56905058336798
"39","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",6,-4.06847630045999
"40","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",6.25,-3.56790201755199
"41","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",6.5,-3.067327734644
"42","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",6.75,-2.56675345173601
"43","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",7,-2.06617916882801
"44","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",7.25,-1.56560488592002
"45","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",7.5,-1.06503060301203
"46","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",7.75,-0.564456320104036
"47","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",8,-0.0638820371960414
"48","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",8.25,0.436692245711953
"49","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",8.5,0.937266528619947
"50","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",8.75,1.43784081152794
"51","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",9,1.93841509443593
"52","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",9.25,2.43898937734393
"53","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",9.5,2.93956366025192
"54","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",9.75,3.44013794315991
"55","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",10,3.94071222606791
"56","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",10.25,4.4412865089759
"57","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",10.5,4.94186079188389
"58","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",10.75,5.44243507479188
"59","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",11,5.94300935769988
"60","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",11.25,6.44358364060787
"61","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",11.5,6.94415792351586
"62","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",11.75,7.44473220642386
"63","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",12,7.94530648933185
"64","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",12.25,8.44588077223985
"65","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",12.5,8.94645505514784
"66","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",12.75,9.44702933805583
"67","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",13,9.94760362096383
"68","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",13.25,10.4481779038718
"69","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",13.5,10.9487521867798
"70","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",13.75,11.4493264696878
"71","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",14,11.9499007525958
"72","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",14.25,12.4504750355038
"73","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",14.5,12.9510493184118
"74","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",14.75,13.4516236013198
"75","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",15,13.9521978842278
"76","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",15.25,14.4527721671358
"77","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",15.5,14.9533464500438
"78","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",15.75,15.4539207329518
"79","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","V","ba2b807e48d1529a5606aa27300431b4","line_data",16,15.9544950158597
"80","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",0.0948580625802278,13.9815987327176
"81","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",0.80757349870598,9.78852005798097
"82","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",1.34778918861713,9.3566463329814
"83","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",2.15553674489992,9.0860951006526
"84","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",2.82738619043537,11.2077181538362
"85","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",3.43756062527104,11.745927772755
"86","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",4.00330523549367,8.65634854582892
"87","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",4.87571595041672,8.20231874236138
"88","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",5.57589857161508,5.36381696103609
"89","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",6.20961107590384,6.76888943333798
"90","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",6.94896695028079,7.80890195481894
"91","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",7.59342635532173,6.9275699896654
"92","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",8.14329420287856,6.15941928216567
"93","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",8.9101715612468,4.4241972990884
"94","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",9.78145705882524,7.00334227839651
"95","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",10.210059566486,1.55817864061668
"96","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",11.1072105644252,3.91211905879196
"97","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",11.7716156269466,5.13321320246654
"98","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",12.3509457037851,1.07073506101705
"99","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",13.1007766439075,4.01114276008785
"100","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",13.7511720563512,-6.46431234433914
"101","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",14.5853046623459,-0.970657948752325
"102","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",15.2310921421029,5.0482409097093
"103","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",15.994258145191,1.28555577164289
"104","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",16.6451196768497,-2.94274040888123
"105","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",17.3659685292295,-3.16651055822902
"106","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",17.8612848081255,0.613384236168841
"107","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",18.5668193648744,1.52014052313219
"108","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",19.3357634711651,-0.765528884659284
"109","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","point_data",20,-4.23184015943631
"110","226c25034a5d24e860c59ce331cba504","",1646335187.28872,"trail","26-30","Female","Graduate Degree",NA,"I am the researcher","d4bf26a0ec10f1a69c55338a25df4557","N","5421db6bcac9dc423a5f825548d1692a","line_data",0,11.7456382327551
