participant_id,NQs,age,gender,academic_study,computer_mouse,recruitment,order,q_id,creature,dataset,scale,response,true_value,deviation,abs_deviation,calculation,scratchpad,qtext
8ab3438eb60817740bdd15143ceacd06,12,19-25,Male,Some Undergraduate Courses,Yes,Prolific,14,QI1,tribble,dataset1,linear,13500,14363.34135,-863.341348,863.341348,,,"From 4520 to 4540, the population increases by ____ Tribbles."
a7c602015bf3cf255ef84b0b83f5945f,12,41-45,Female,High School or Less,Yes,Prolific,2,Q0,tribble,dataset2,linear,invariata,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
a7c602015bf3cf255ef84b0b83f5945f,12,41-45,Female,High School or Less,Yes,Prolific,3,QI2,tribble,dataset2,linear,0,10.68524351,-10.68524351,10.68524351,,,How many times more Tribbles are there in 4540 than in 4520?
a7c602015bf3cf255ef84b0b83f5945f,12,41-45,Female,High School or Less,Yes,Prolific,4,QI3,tribble,dataset2,linear,30,6.245447942,23.75455206,23.75455206,,,How long does it take for the population of Tribbles in stardate 4510 to double?
a7c602015bf3cf255ef84b0b83f5945f,12,41-45,Female,High School or Less,Yes,Prolific,5,QI1,tribble,dataset2,linear,10000,14363.34135,-4363.341348,4363.341348,,,"From 4520 to 4540, the population increases by ____ Tribbles."
a7c602015bf3cf255ef84b0b83f5945f,12,41-45,Female,High School or Less,Yes,Prolific,6,QE1,tribble,dataset2,linear,10,481.6152,-471.6152,471.6152,,,What is the population of Tribbles in stardate 4510?
a7c602015bf3cf255ef84b0b83f5945f,12,41-45,Female,High School or Less,Yes,Prolific,7,QE2,tribble,dataset2,linear,-4500,28.44947006,-4528.44947,4528.44947,,,"In what stardate does the population of Tribbles reach 4,000?"
a7c602015bf3cf255ef84b0b83f5945f,12,41-45,Female,High School or Less,Yes,Prolific,9,Q0,ewok,dataset1,log2,31,,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
a7c602015bf3cf255ef84b0b83f5945f,12,41-45,Female,High School or Less,Yes,Prolific,10,QE2,ewok,dataset1,log2,13,28.44947006,-15.44947006,15.44947006,,,"In what ABY does the population of Ewoks reach 4,000?"
a7c602015bf3cf255ef84b0b83f5945f,12,41-45,Female,High School or Less,Yes,Prolific,11,QE1,ewok,dataset1,log2,400,481.6152,-81.61519996,81.61519996,,,What is the population of Ewoks in 10 ABY?
a7c602015bf3cf255ef84b0b83f5945f,12,41-45,Female,High School or Less,Yes,Prolific,12,QI3,ewok,dataset1,log2,15,6.245447942,8.754552058,8.754552058,,,How long does it take for the population of Ewoks in 10 ABY to double?
a7c602015bf3cf255ef84b0b83f5945f,12,41-45,Female,High School or Less,Yes,Prolific,13,QI1,ewok,dataset1,log2,500,14363.34135,-13863.34135,13863.34135,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
a7c602015bf3cf255ef84b0b83f5945f,12,41-45,Female,High School or Less,Yes,Prolific,14,QI2,ewok,dataset1,log2,60000,10.68524351,59989.31476,59989.31476,,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
76f8dfd88285cbccd7f8e1bb513700e7,12,19-25,Male,Prefer not to answer,Yes,Prolific,2,Q0,tribble,dataset1,log2,The population increases,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
76f8dfd88285cbccd7f8e1bb513700e7,12,19-25,Male,Prefer not to answer,Yes,Prolific,3,QI3,tribble,dataset1,log2,5,6.245447942,-1.245447942,1.245447942,512 * 2=1024,5 Stardates to double,How long does it take for the population of Tribbles in stardate 4510 to double?
76f8dfd88285cbccd7f8e1bb513700e7,12,19-25,Male,Prefer not to answer,Yes,Prolific,4,QI1,tribble,dataset1,log2,15000,14363.34135,636.658652,636.658652,,,"From 4520 to 4540, the population increases by ____ Tribbles."
76f8dfd88285cbccd7f8e1bb513700e7,12,19-25,Male,Prefer not to answer,Yes,Prolific,5,QI2,tribble,dataset1,log2,15000,10.68524351,14989.31476,14989.31476,,,How many times more Tribbles are there in 4540 than in 4520?
76f8dfd88285cbccd7f8e1bb513700e7,12,19-25,Male,Prefer not to answer,Yes,Prolific,6,QE2,tribble,dataset1,log2,25,28.44947006,-3.449470062,3.449470062,,,"In what stardate does the population of Tribbles reach 4,000?"
76f8dfd88285cbccd7f8e1bb513700e7,12,19-25,Male,Prefer not to answer,Yes,Prolific,7,QE1,tribble,dataset1,log2,512,481.6152,30.38480004,30.38480004,,,What is the population of Tribbles in stardate 4510?
76f8dfd88285cbccd7f8e1bb513700e7,12,19-25,Male,Prefer not to answer,Yes,Prolific,9,Q0,ewok,dataset2,linear,It drastically increases,,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
76f8dfd88285cbccd7f8e1bb513700e7,12,19-25,Male,Prefer not to answer,Yes,Prolific,10,QE2,ewok,dataset2,linear,27,28.44947006,-1.449470062,1.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
76f8dfd88285cbccd7f8e1bb513700e7,12,19-25,Male,Prefer not to answer,Yes,Prolific,11,QI3,ewok,dataset2,linear,20,6.245447942,13.75455206,13.75455206,,Around 10 ABY I'm guessing the population is around 1000 and in 20 ABY it looks around 2000,How long does it take for the population of Ewoks in 10 ABY to double?
76f8dfd88285cbccd7f8e1bb513700e7,12,19-25,Male,Prefer not to answer,Yes,Prolific,12,QI2,ewok,dataset2,linear,13000,10.68524351,12989.31476,12989.31476,,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
76f8dfd88285cbccd7f8e1bb513700e7,12,19-25,Male,Prefer not to answer,Yes,Prolific,13,QI1,ewok,dataset2,linear,13000,14363.34135,-1363.341348,1363.341348,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
76f8dfd88285cbccd7f8e1bb513700e7,12,19-25,Male,Prefer not to answer,Yes,Prolific,14,QE1,ewok,dataset2,linear,1000,481.6152,518.3848,518.3848,,,What is the population of Ewoks in 10 ABY?
7847dfebdb5ea81d51c2c754c31ffd8b,12,31-35,Male,High School or Less,No,Prolific,2,Q0,tribble,dataset2,linear,a first increasing tendency. then decreases and starts increasing again. Suthen mass deaths near the 4540.,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
7847dfebdb5ea81d51c2c754c31ffd8b,12,31-35,Male,High School or Less,No,Prolific,3,QI3,tribble,dataset2,linear,13,6.245447942,6.754552058,6.754552058,,,How long does it take for the population of Tribbles in stardate 4510 to double?
7847dfebdb5ea81d51c2c754c31ffd8b,12,31-35,Male,High School or Less,No,Prolific,4,QI1,tribble,dataset2,linear,22000,14363.34135,7636.658652,7636.658652,,,"From 4520 to 4540, the population increases by ____ Tribbles."
7847dfebdb5ea81d51c2c754c31ffd8b,12,31-35,Male,High School or Less,No,Prolific,5,QE1,tribble,dataset2,linear,1000,481.6152,518.3848,518.3848,,,What is the population of Tribbles in stardate 4510?
7847dfebdb5ea81d51c2c754c31ffd8b,12,31-35,Male,High School or Less,No,Prolific,6,QI2,tribble,dataset2,linear,11,10.68524351,0.314756492,0.314756492,,,How many times more Tribbles are there in 4540 than in 4520?
7847dfebdb5ea81d51c2c754c31ffd8b,12,31-35,Male,High School or Less,No,Prolific,7,QE2,tribble,dataset2,linear,28,28.44947006,-0.449470062,0.449470062,,,"In what stardate does the population of Tribbles reach 4,000?"
7847dfebdb5ea81d51c2c754c31ffd8b,12,31-35,Male,High School or Less,No,Prolific,9,Q0,ewok,dataset1,log2,steady,,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
7847dfebdb5ea81d51c2c754c31ffd8b,12,31-35,Male,High School or Less,No,Prolific,10,QI1,ewok,dataset1,log2,14600,14363.34135,236.658652,236.658652,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
7847dfebdb5ea81d51c2c754c31ffd8b,12,31-35,Male,High School or Less,No,Prolific,11,QI3,ewok,dataset1,log2,4,6.245447942,-2.245447942,2.245447942,,,How long does it take for the population of Ewoks in 10 ABY to double?
7847dfebdb5ea81d51c2c754c31ffd8b,12,31-35,Male,High School or Less,No,Prolific,12,QE1,ewok,dataset1,log2,400,481.6152,-81.61519996,81.61519996,,,What is the population of Ewoks in 10 ABY?
7847dfebdb5ea81d51c2c754c31ffd8b,12,31-35,Male,High School or Less,No,Prolific,13,QE2,ewok,dataset1,log2,24,28.44947006,-4.449470062,4.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
7847dfebdb5ea81d51c2c754c31ffd8b,12,31-35,Male,High School or Less,No,Prolific,14,QI2,ewok,dataset1,log2,10,10.68524351,-0.685243508,0.685243508,,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
8dc6dd7b2b1521e15dd14e25f024f918,12,26-30,Female,Undergraduate Degree,Yes,Prolific,2,Q0,tribble,dataset1,log2,INCREASING,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
8dc6dd7b2b1521e15dd14e25f024f918,12,26-30,Female,Undergraduate Degree,Yes,Prolific,3,QI1,tribble,dataset1,log2,20,14363.34135,-14343.34135,14343.34135,,,"From 4520 to 4540, the population increases by ____ Tribbles."
8dc6dd7b2b1521e15dd14e25f024f918,12,26-30,Female,Undergraduate Degree,Yes,Prolific,4,QI2,tribble,dataset1,log2,1,10.68524351,-9.685243508,9.685243508,4540/4520=1,,How many times more Tribbles are there in 4540 than in 4520?
8dc6dd7b2b1521e15dd14e25f024f918,12,26-30,Female,Undergraduate Degree,Yes,Prolific,5,QE1,tribble,dataset1,log2,512,481.6152,30.38480004,30.38480004,,,What is the population of Tribbles in stardate 4510?
8dc6dd7b2b1521e15dd14e25f024f918,12,26-30,Female,Undergraduate Degree,Yes,Prolific,6,QE2,tribble,dataset1,log2,25,28.44947006,-3.449470062,3.449470062,,,"In what stardate does the population of Tribbles reach 4,000?"
8dc6dd7b2b1521e15dd14e25f024f918,12,26-30,Female,Undergraduate Degree,Yes,Prolific,7,QI3,tribble,dataset1,log2,512,6.245447942,505.7545521,505.7545521,,,How long does it take for the population of Tribbles in stardate 4510 to double?
8dc6dd7b2b1521e15dd14e25f024f918,12,26-30,Female,Undergraduate Degree,Yes,Prolific,9,Q0,ewok,dataset2,linear,INCREASE,,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
8dc6dd7b2b1521e15dd14e25f024f918,12,26-30,Female,Undergraduate Degree,Yes,Prolific,10,QE1,ewok,dataset2,linear,1,481.6152,-480.6152,480.6152,,,What is the population of Ewoks in 10 ABY?
8dc6dd7b2b1521e15dd14e25f024f918,12,26-30,Female,Undergraduate Degree,Yes,Prolific,11,QI2,ewok,dataset2,linear,15,10.68524351,4.314756492,4.314756492,,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
8dc6dd7b2b1521e15dd14e25f024f918,12,26-30,Female,Undergraduate Degree,Yes,Prolific,12,QI3,ewok,dataset2,linear,1,6.245447942,-5.245447942,5.245447942,,,How long does it take for the population of Ewoks in 10 ABY to double?
8dc6dd7b2b1521e15dd14e25f024f918,12,26-30,Female,Undergraduate Degree,Yes,Prolific,13,QI1,ewok,dataset2,linear,11,14363.34135,-14352.34135,14352.34135,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
8dc6dd7b2b1521e15dd14e25f024f918,12,26-30,Female,Undergraduate Degree,Yes,Prolific,14,QE2,ewok,dataset2,linear,25,28.44947006,-3.449470062,3.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
ec80c62ec6621f2d04d1215f6567402f,12,36-40,Female,Graduate Degree,Yes,Prolific,2,Q0,tribble,dataset2,log2,It drops a very tiny bit but then carries on increasing,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
ec80c62ec6621f2d04d1215f6567402f,12,36-40,Female,Graduate Degree,Yes,Prolific,3,QI3,tribble,dataset2,log2,5,6.245447942,-1.245447942,1.245447942,,,How long does it take for the population of Tribbles in stardate 4510 to double?
ec80c62ec6621f2d04d1215f6567402f,12,36-40,Female,Graduate Degree,Yes,Prolific,4,QE2,tribble,dataset2,log2,30,28.44947006,1.550529938,1.550529938,,,"In what stardate does the population of Tribbles reach 4,000?"
ec80c62ec6621f2d04d1215f6567402f,12,36-40,Female,Graduate Degree,Yes,Prolific,5,QE1,tribble,dataset2,log2,512,481.6152,30.38480004,30.38480004,,,What is the population of Tribbles in stardate 4510?
ec80c62ec6621f2d04d1215f6567402f,12,36-40,Female,Graduate Degree,Yes,Prolific,6,QI1,tribble,dataset2,log2,15360,14363.34135,996.658652,996.658652,,,"From 4520 to 4540, the population increases by ____ Tribbles."
ec80c62ec6621f2d04d1215f6567402f,12,36-40,Female,Graduate Degree,Yes,Prolific,7,QI2,tribble,dataset2,log2,16,10.68524351,5.314756492,5.314756492,,,How many times more Tribbles are there in 4540 than in 4520?
ec80c62ec6621f2d04d1215f6567402f,12,36-40,Female,Graduate Degree,Yes,Prolific,9,Q0,ewok,dataset1,linear,It increase sporadically ,,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
ec80c62ec6621f2d04d1215f6567402f,12,36-40,Female,Graduate Degree,Yes,Prolific,10,QE2,ewok,dataset1,linear,25,28.44947006,-3.449470062,3.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
ec80c62ec6621f2d04d1215f6567402f,12,36-40,Female,Graduate Degree,Yes,Prolific,11,QI2,ewok,dataset1,linear,20000,10.68524351,19989.31476,19989.31476,,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
ec80c62ec6621f2d04d1215f6567402f,12,36-40,Female,Graduate Degree,Yes,Prolific,12,QE1,ewok,dataset1,linear,1000,481.6152,518.3848,518.3848,,,What is the population of Ewoks in 10 ABY?
ec80c62ec6621f2d04d1215f6567402f,12,36-40,Female,Graduate Degree,Yes,Prolific,13,QI3,ewok,dataset1,linear,20,6.245447942,13.75455206,13.75455206,,,How long does it take for the population of Ewoks in 10 ABY to double?
ec80c62ec6621f2d04d1215f6567402f,12,36-40,Female,Graduate Degree,Yes,Prolific,14,QI1,ewok,dataset1,linear,2000,14363.34135,-12363.34135,12363.34135,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
fcdccdcecacfc9e8ffb22a40e58abbdf,12,31-35,Male,Some Undergraduate Courses,Yes,Prolific,2,Q0,tribble,dataset1,log2,Increases in 10000,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
fcdccdcecacfc9e8ffb22a40e58abbdf,12,31-35,Male,Some Undergraduate Courses,Yes,Prolific,3,QI2,tribble,dataset1,log2,10,10.68524351,-0.685243508,0.685243508,16-1.5=14.5,"Pop in 4520: 1,5
Pop in 4540: 16,384
",How many times more Tribbles are there in 4540 than in 4520?
fcdccdcecacfc9e8ffb22a40e58abbdf,12,31-35,Male,Some Undergraduate Courses,Yes,Prolific,4,QI3,tribble,dataset1,log2,5,6.245447942,-1.245447942,1.245447942,,"Pop in 4510 aprox 400
400 x 2= 800
",How long does it take for the population of Tribbles in stardate 4510 to double?
fcdccdcecacfc9e8ffb22a40e58abbdf,12,31-35,Male,Some Undergraduate Courses,Yes,Prolific,5,QE2,tribble,dataset1,log2,24,28.44947006,-4.449470062,4.449470062,,,"In what stardate does the population of Tribbles reach 4,000?"
fcdccdcecacfc9e8ffb22a40e58abbdf,12,31-35,Male,Some Undergraduate Courses,Yes,Prolific,6,QE1,tribble,dataset1,log2,400,481.6152,-81.61519996,81.61519996,,,What is the population of Tribbles in stardate 4510?
fcdccdcecacfc9e8ffb22a40e58abbdf,12,31-35,Male,Some Undergraduate Courses,Yes,Prolific,7,QI1,tribble,dataset1,log2,14500,14363.34135,136.658652,136.658652,16000-1500=14500,"1500
16000","From 4520 to 4540, the population increases by ____ Tribbles."
fcdccdcecacfc9e8ffb22a40e58abbdf,12,31-35,Male,Some Undergraduate Courses,Yes,Prolific,9,Q0,ewok,dataset2,linear,The population increases ,,,,,"1500
16000","Between 30 and 40 ABY, how does the population of Ewoks change?"
fcdccdcecacfc9e8ffb22a40e58abbdf,12,31-35,Male,Some Undergraduate Courses,Yes,Prolific,10,QI1,ewok,dataset2,linear,24000,14363.34135,9636.658652,9636.658652,,"1000
25000","From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
fcdccdcecacfc9e8ffb22a40e58abbdf,12,31-35,Male,Some Undergraduate Courses,Yes,Prolific,11,QI2,ewok,dataset2,linear,6,10.68524351,-4.685243508,4.685243508,7 * 4=28,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
fcdccdcecacfc9e8ffb22a40e58abbdf,12,31-35,Male,Some Undergraduate Courses,Yes,Prolific,12,QE2,ewok,dataset2,linear,25,28.44947006,-3.449470062,3.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
fcdccdcecacfc9e8ffb22a40e58abbdf,12,31-35,Male,Some Undergraduate Courses,Yes,Prolific,13,QE1,ewok,dataset2,linear,500,481.6152,18.38480004,18.38480004,,,What is the population of Ewoks in 10 ABY?
fcdccdcecacfc9e8ffb22a40e58abbdf,12,31-35,Male,Some Undergraduate Courses,Yes,Prolific,14,QI3,ewok,dataset2,linear,20,6.245447942,13.75455206,13.75455206,,,How long does it take for the population of Ewoks in 10 ABY to double?
1cc58e6632b56f32caa1532f370de243,12,19-25,Male,High School or Less,Yes,Prolific,2,Q0,ewok,dataset1,linear,10000,,,,,,"Between 30 and 40 ABY, how does the population of Ewoks change?"
1cc58e6632b56f32caa1532f370de243,12,19-25,Male,High School or Less,Yes,Prolific,3,QI1,ewok,dataset1,linear,12500,14363.34135,-1863.341348,1863.341348,,,"From 20 ABY to 40 ABY, the population increases by ____ Ewoks."
1cc58e6632b56f32caa1532f370de243,12,19-25,Male,High School or Less,Yes,Prolific,4,QI2,ewok,dataset1,linear,6,10.68524351,-4.685243508,4.685243508,,,How many times more Ewoks are there in 40 ABY than in 20 ABY?
1cc58e6632b56f32caa1532f370de243,12,19-25,Male,High School or Less,Yes,Prolific,5,QI3,ewok,dataset1,linear,15,6.245447942,8.754552058,8.754552058,2+2=4,,How long does it take for the population of Ewoks in 10 ABY to double?
1cc58e6632b56f32caa1532f370de243,12,19-25,Male,High School or Less,Yes,Prolific,6,QE2,ewok,dataset1,linear,24,28.44947006,-4.449470062,4.449470062,,,"In what ABY does the population of Ewoks reach 4,000?"
1cc58e6632b56f32caa1532f370de243,12,19-25,Male,High School or Less,Yes,Prolific,7,QE1,ewok,dataset1,linear,1000,481.6152,518.3848,518.3848,,,What is the population of Ewoks in 10 ABY?
1cc58e6632b56f32caa1532f370de243,12,19-25,Male,High School or Less,Yes,Prolific,9,Q0,tribble,dataset2,log2,-2048,,,,,,"Between stardates 4530 and 4540, how does the population of Tribbles change?"
1cc58e6632b56f32caa1532f370de243,12,19-25,Male,High School or Less,Yes,Prolific,10,QI2,tribble,dataset2,log2,16,10.68524351,5.314756492,5.314756492,,,How many times more Tribbles are there in 4540 than in 4520?
1cc58e6632b56f32caa1532f370de243,12,19-25,Male,High School or Less,Yes,Prolific,11,QE1,tribble,dataset2,log2,512,481.6152,30.38480004,30.38480004,,,What is the population of Tribbles in stardate 4510?
1cc58e6632b56f32caa1532f370de243,12,19-25,Male,High School or Less,Yes,Prolific,12,QI1,tribble,dataset2,log2,23040,14363.34135,8676.658652,8676.658652,,,"From 4520 to 4540, the population increases by ____ Tribbles."
1cc58e6632b56f32caa1532f370de243,12,19-25,Male,High School or Less,Yes,Prolific,13,QI3,tribble,dataset2,log2,4515,6.245447942,4508.754552,4508.754552,,,How long does it take for the population of Tribbles in stardate 4510 to double?
